512,699.81,46.67
512,706.58,48.03
1024,964.53,42.53
1024,996.92,43.15
1024,941.91,42.32
1024,978.07,43.58
1024,974.07,43.2
1024,977.59,43.5
1024,977.52,43.33
1024,1030,43.43
1024,1040,43.63
1024,1020,44.15
64,405.91,99.92
64,375.98,98.62
64,364.41,100.03
64,388.03,99.68
64,408.27,99.05
64,405.09,99.02
64,402.84,98.72
64,404.72,98.78
64,402.36,99.67
64,378.04,99.52
128,578.5,86.92
128,591.39,86.4
128,632.94,88.87
128,582.56,85.15
128,570.1,84.78
128,587.03,85.97
128,579.06,86.92
128,571.39,86.52
128,584.89,86.25
128,576.71,85.22
256,667.08,71.37
256,666.8,70.78
256,724.74,71.82
256,679.74,71.75
256,672.63,71.27
256,668.27,70.87
256,680.21,70.88
256,685.02,71.45
256,675.18,71.65
256,665.13,71.4
512,904.23,59.75
512,894.55,59.98
512,900.84,60.72
512,915.58,60.2
512,878.86,61.37
512,906.36,60.73
512,915.06,60.25
512,903.15,59.27
512,896.73,59.7
512,897,59.25
1024,1320,54.75
1024,1340,55.62
1024,1290,55.1
1024,1280,54.07
1024,1240,53.18
1024,1240,53.13
1024,1240,53.72
1024,1230,53.75
1024,1320,53.41
1024,1290,55.31
64,371.49,100.12
64,362.77,100.08
64,373.45,100.13
64,360.89,100.17
64,375.68,100.18
64,372.97,100.08
64,378.94,100.12
64,353.92,100.05
64,367.89,100.08
64,361.8,99.65
128,627.84,96.43
128,608.89,94.28
128,622.07,95.65
128,644.81,96.92
128,653.88,96.13
128,633.29,95.35
128,645.02,97.07
128,633.1,96.25
128,641.26,96.8
128,635.51,95.3
256,825.16,80.6
256,837.36,80.65
256,829.02,81.45
256,850.15,82.38
256,794.05,82.2
256,781.12,82.1
256,816.51,80.27
256,871.41,81.2
256,815.01,81.1
256,838.29,80.58
512,1070,71.47
512,1100,71.1
512,1110,71.14
512,1060,70.52
512,1120,71.4
512,1070,70.7
512,1060,70.47
512,1090,71.5
512,1070,71.75
512,1110,71.07
1024,1610,64.82
1024,1600,65.75
1024,1650,64.62
1024,1560,65.87
1024,1480,63.19
1024,1550,65.23
1024,1580,65.45
1024,1570,65.75
1024,1540,64.96
1024,1590,66.5
64,367.14,100.22
64,375.21,100.18
64,366.16,100.2
64,344.72,100.2
64,358.77,100.18
64,361.23,100.22
64,363.63,100.18
64,359.44,100.2
64,372.24,100.18
64,358.43,100.2
128,609.09,99.75
128,601.15,99.93
128,595.7,99.8
128,597.36,99.5
128,591.68,99.48
128,608.72,99.45
128,569.81,99.4
128,549.23,99.32
128,591.11,99.5
128,605.79,98.98
256,878.07,89.45
256,892.29,89
256,895.94,89.27
256,911.68,88.9
256,915.54,89.95
256,892.79,91.97
256,892.22,90.95
256,904.49,88.77
256,980.29,90.62
256,927.06,89.47
512,1350,81.1
512,1310,81.35
512,1270,82.22
512,1230,81.03
512,1310,81.87
512,1350,80.65
512,1320,80.92
512,1310,81.25
512,1260,80.47
512,1300,80.8
1024,1890,76.32
1024,1930,76.68
1024,2110,76.17
1024,1940,76.55
1024,2140,76.43
1024,2150,77.29
1024,1980,76.6
1024,1920,77.43
1024,1870,76.65
1024,1820,75.07
64,347.55,100.2
64,369.82,100.2
64,368.34,100.2
64,349.6,100.22
64,358.22,100.2
64,348.4,100.22
64,349.25,100.2
64,369.34,100.15
64,347.5,100.2
64,369.33,100.17
128,585.29,99.98
128,531.39,100.2
128,561.5,100.18
128,566.3,100.15
128,569.88,100.22
128,539.81,100.2
128,561.4,100.17
128,555.61,100.2
128,554.6,100.22
128,541.16,100.2
256,935.28,99.08
256,984.06,98.88
256,972.68,98.48
256,985.91,98.53
256,977.75,98.53
256,908.01,98.63
256,934.71,99.25
256,945.84,98.92
256,975.51,99.37
256,972.05,99.18
512,1540,90.15
512,1550,90.23
512,1520,91.65
512,1440,91.23
512,1490,92.15
512,1490,91.03
512,1570,90.4
512,1580,89.92
512,1550,90.52
512,1570,88.65
1024,2300,85.63
1024,2470,87.53
1024,2640,87.45
1024,2770,85.73
1024,2520,85.27
1024,2710,85.85
1024,2610,84.82
1024,2280,85.08
1024,2330,87.1
1024,2340,87.95
64,365.84,100.22
64,361.21,100.2
64,365.73,100.22
64,369.31,100.22
64,350.13,100.2
64,367.06,100.17
64,323.12,100.2
64,344.1,100.2
64,365.41,100.2
64,366.9,100.2
128,491.41,100.17
128,533.09,100.22
128,546.9,100.2
128,543.21,100.18
128,549.6,100.18
128,552.57,100.22
128,567.28,100.2
128,569.02,100.22
128,497.44,100.2
128,566.5,100.2
256,982.06,100.13
256,759.28,100.08
256,835.74,100.62
256,944.73,99.8
256,876.26,99.95
256,940.07,99.9
256,722.29,100.17
256,866.55,100.1
256,903.7,100.02
256,860.93,100.18
512,1690,97.03
512,1720,96.55
512,1790,97.27
512,1760,97.47
512,1740,97.33
512,1770,98.23
512,1780,97.47
512,1810,97.03
512,1810,97
512,1740,98.2
1024,2360,89.03
1024,2380,89.83
1024,2400,90.68
1024,2440,90.45
1024,2630,89.09
1024,2780,90.03
1024,2550,89.03
1024,2570,88.65
1024,2490,90.95
1024,2410,90.37
64,367.1,100.22
64,366.53,100.2
64,376.4,100.15
64,375.23,100.15
64,312.8,100.67
64,350.63,100.3
64,368.89,100.17
64,357.74,100.2
64,372.94,100.2
64,369.86,100.22
128,549.14,100.2
128,556.14,100.2
128,550.07,100.22
128,570.09,100.18
128,552.81,100.18
128,564.95,100.2
128,570.71,100.18
128,569.23,100.2
128,569.96,100.17
128,555.96,100.2
256,859.9,100.2
256,874.36,100.2
256,829.89,100.22
256,853.94,100.2
256,860.62,100.2
256,879.79,100.17
256,828.65,100.17
256,934.52,100.18
256,918.95,100.2
256,917.03,100.22
512,1610,100.22
512,1570,100.2
512,1600,100.15
512,1590,100.2
512,1510,100.18
512,1700,100.05
512,1590,100.15
512,1630,100.2
512,1630,100.18
512,1580,100.17
1024,2960,97.07
1024,2940,97.67
1024,2800,97.73
1024,2770,98.3
1024,2940,97.83
1024,2720,100.3
1024,2860,97.18
1024,2900,96.17
1024,2980,97.63
1024,2860,98.3
64,365.3,100.2
64,368,100.17
64,376.92,100.18
64,375.22,100.22
64,375.99,100.22
64,367.37,100.2
64,357.58,100.18
64,345.95,100.18
64,363.1,100.2
64,370.97,100.2
128,572.29,100.2
128,560.68,100.2
128,567.86,100.17
128,549.91,100.2
128,563.42,100.18
128,565.66,100.2
128,559.6,100.2
128,574.33,100.18
128,550.51,100.2
128,566.27,100.22
256,893.44,100.2
256,961.19,100.2
256,936.89,100.22
256,872.67,100.22
256,936.18,100.22
256,954.43,100.22
256,953.71,100.22
256,937.93,100.22
256,942.79,100.2
256,955.14,100.17
512,1570,100.2
512,1510,100.22
512,1580,100.27
512,1570,100.2
512,1330,100.22
512,1370,100.2
512,1700,100.2
512,1630,100.18
512,1670,100.17
512,1750,100.22
1024,2510,100
1024,2490,100.18
1024,2670,99.2
1024,2600,100.2
1024,2600,100.18
1024,2500,100.05
1024,2550,100.17
1024,2690,99.97
1024,2470,100.2
1024,2640,100.18
