64,100,10000,70
64,125,12500,70
64,150,15000,70
64,175,17500,70
64,200,20000,70
64,225,22500,70
64,250,25000,70
64,275,27500,70
64,300,30000,70
64,325,32500,70
64,350,35000,70
64,375,37500,70
64,400,40000,70
64,425,42500,70
64,450,45000,70
64,475,47500,70
128,500,50000,70
128,525,52500,70
128,550,55000,70
128,575,57500,70
128,600,60000,70
128,625,62500,70
128,650,65000,70
128,675,67500,70
256,700,70000,70
256,725,72500,70
256,750,75000,70
256,775,77500,70
256,800,80000,70
256,825,82500,70
256,850,85000,70
256,875,87500,70
256,900,90000,70
256,925,92500,70
512,950,95000,70
512,975,97500,70
512,1000,100000,70
512,1025,102500,70
512,1050,105000,70
512,1075,107500,70
1024,1100,110000,70
1024,1125,112500,70
1024,1150,115000,70
1024,1175,117500,70
1024,1200,120000,70
1024,1225,122500,70
1024,1250,125000,70
1024,1275,127500,70
1024,1300,130000,70
1024,1325,132500,70
1024,1350,135000,70
1024,1375,137500,70
1024,1400,140000,70
1024,1425,142500,70
1024,1450,145000,70
1024,1475,147500,70
1024,1500,150000,70
1024,1525,152500,70
1024,1550,155000,70
1024,1575,157500,70
1024,1600,160000,70
