1000,64,66.97
1500,64,130
2000,64,195.7
2500,64,220
3000,64,248.18
3500,64,250
4000,64,254.42
4500,64,264
5000,64,274.74
5500,64,270
6000,64,260.53
6500,64,270
7000,64,274.01
7500,64,278
8000,64,282.76
8500,64,287
9000,64,292.29
1000,128,60.58
2000,128,187.15
3000,128,250.41
4000,128,260.38
5000,128,267.37
6000,128,276.39
7000,128,285.38
8000,128,293.69
9000,128,301.59
1000,256,66.44
2000,256,194.34
3000,256,250.55
4000,256,264.22
5000,256,272.29
6000,256,283.24
7000,256,293.78
8000,256,301.15
9000,256,313.27
1000,512,65.55
2000,512,186.82
3000,512,260.26
4000,512,271.76
5000,512,281.15
6000,512,293.87
7000,512,307.76
8000,512,315.48
9000,512,326.58
1000,1024,68.03
2000,1024,199.77
3000,1024,266.91
4000,1024,283.46
5000,1024,299.98
6000,1024,309
7000,1024,323.85
8000,1024,339
9000,1024,345.41
10000,64,311.01
10000,64,349.21
10000,64,309.55
10000,64,308.96
10000,64,346.96
10000,64,319.04
10000,64,303.7
10000,64,337.67
10000,64,344
10000,64,347.25
10000,128,325.68
10000,128,346.8
10000,128,346.07
10000,128,309.62
10000,128,310.15
10000,128,319.04
10000,128,312.71
10000,128,348.64
10000,128,347.05
10000,128,337.31
10000,256,319.27
10000,256,321.97
10000,256,333.11
10000,256,353.88
10000,256,325.3
10000,256,320.12
10000,256,319.12
10000,256,328.85
10000,256,349
10000,256,354.62
10000,512,373.27
10000,512,362.31
10000,512,362.31
10000,512,372.62
10000,512,370.82
10000,512,359.04
10000,512,363.39
10000,512,354.9
10000,512,359.81
10000,512,350.91
10000,1024,394.09
10000,1024,388.06
10000,1024,409.24
10000,1024,424.09
10000,1024,421.65
10000,1024,378.47
10000,1024,411.82
10000,1024,412.89
10000,1024,418.72
10000,1024,416.17
20000,64,380.16
20000,64,386.58
20000,64,421.05
20000,64,417.7
20000,64,389.19
20000,64,416.78
20000,64,404.32
20000,64,389.44
20000,64,412.75
20000,64,395.86
20000,128,404.47
20000,128,401.1
20000,128,428.38
20000,128,399.84
20000,128,407.81
20000,128,436.95
20000,128,408.74
20000,128,397.38
20000,128,384.93
20000,128,442.48
20000,256,441.74
20000,256,426.57
20000,256,441.83
20000,256,434.82
20000,256,441.51
20000,256,438.33
20000,256,441.27
20000,256,443
20000,256,460.85
20000,256,431.4
20000,512,539.63
20000,512,561
20000,512,527.83
20000,512,536.06
20000,512,529.8
20000,512,522.71
20000,512,518.9
20000,512,539.53
20000,512,537.13
20000,512,556.79
20000,1024,716.17
20000,1024,709.46
20000,1024,704.57
20000,1024,678.4
20000,1024,686.68
20000,1024,705.93
20000,1024,701.78
20000,1024,676.71
20000,1024,695.9
20000,1024,695.32
30000,64,431.23
30000,64,425.23
30000,64,423.51
30000,64,461.58
30000,64,453.93
30000,64,433.39
30000,64,407.64
30000,64,444.77
30000,64,413.63
30000,64,422.27
30000,128,522.36
30000,128,479.84
30000,128,487
30000,128,486.81
30000,128,478.35
30000,128,479.06
30000,128,477.09
30000,128,493.54
30000,128,484.45
30000,128,490.96
30000,256,546.25
30000,256,543.39
30000,256,545.75
30000,256,557.99
30000,256,537.75
30000,256,551
30000,256,554.36
30000,256,551.42
30000,256,555.27
30000,256,544.86
30000,512,701.83
30000,512,696.24
30000,512,737.48
30000,512,690.85
30000,512,692.54
30000,512,697.26
30000,512,712.76
30000,512,694.83
30000,512,699.81
30000,512,706.58
30000,1024,964.53
30000,1024,996.92
30000,1024,941.91
30000,1024,978.07
30000,1024,974.07
30000,1024,977.59
30000,1024,977.52
30000,1024,1030
30000,1024,1040
30000,1024,1020
40000,64,405.91
40000,64,375.98
40000,64,364.41
40000,64,388.03
40000,64,408.27
40000,64,405.09
40000,64,402.84
40000,64,404.72
40000,64,402.36
40000,64,378.04
40000,128,578.5
40000,128,591.39
40000,128,632.94
40000,128,582.56
40000,128,570.1
40000,128,587.03
40000,128,579.06
40000,128,571.39
40000,128,584.89
40000,128,576.71
40000,256,667.08
40000,256,666.8
40000,256,724.74
40000,256,679.74
40000,256,672.63
40000,256,668.27
40000,256,680.21
40000,256,685.02
40000,256,675.18
40000,256,665.13
40000,512,904.23
40000,512,894.55
40000,512,900.84
40000,512,915.58
40000,512,878.86
40000,512,906.36
40000,512,915.06
40000,512,903.15
40000,512,896.73
40000,512,897
40000,1024,1320
40000,1024,1340
40000,1024,1290
40000,1024,1280
40000,1024,1240
40000,1024,1240
40000,1024,1240
40000,1024,1230
40000,1024,1320
40000,1024,1290
50000,64,371.49
50000,64,362.77
50000,64,373.45
50000,64,360.89
50000,64,375.68
50000,64,372.97
50000,64,378.94
50000,64,353.92
50000,64,367.89
50000,64,361.8
50000,128,627.84
50000,128,608.89
50000,128,622.07
50000,128,644.81
50000,128,653.88
50000,128,633.29
50000,128,645.02
50000,128,633.1
50000,128,641.26
50000,128,635.51
50000,256,825.16
50000,256,837.36
50000,256,829.02
50000,256,850.15
50000,256,794.05
50000,256,781.12
50000,256,816.51
50000,256,871.41
50000,256,815.01
50000,256,838.29
50000,512,1070
50000,512,1100
50000,512,1110
50000,512,1060
50000,512,1120
50000,512,1070
50000,512,1060
50000,512,1090
50000,512,1070
50000,512,1110
50000,1024,1610
50000,1024,1600
50000,1024,1650
50000,1024,1560
50000,1024,1480
50000,1024,1550
50000,1024,1580
50000,1024,1570
50000,1024,1540
50000,1024,1590
60000,64,367.14
60000,64,375.21
60000,64,366.16
60000,64,344.72
60000,64,358.77
60000,64,361.23
60000,64,363.63
60000,64,359.44
60000,64,372.24
60000,64,358.43
60000,128,609.09
60000,128,601.15
60000,128,595.7
60000,128,597.36
60000,128,591.68
60000,128,608.72
60000,128,569.81
60000,128,549.23
60000,128,591.11
60000,128,605.79
60000,256,878.07
60000,256,892.29
60000,256,895.94
60000,256,911.68
60000,256,915.54
60000,256,892.79
60000,256,892.22
60000,256,904.49
60000,256,980.29
60000,256,927.06
60000,512,1350
60000,512,1310
60000,512,1270
60000,512,1230
60000,512,1310
60000,512,1350
60000,512,1320
60000,512,1310
60000,512,1260
60000,512,1300
60000,1024,1890
60000,1024,1930
60000,1024,2110
60000,1024,1940
60000,1024,2140
60000,1024,2150
60000,1024,1980
60000,1024,1920
60000,1024,1870
60000,1024,1820
70000,64,347.55
70000,64,369.82
70000,64,368.34
70000,64,349.6
70000,64,358.22
70000,64,348.4
70000,64,349.25
70000,64,369.34
70000,64,347.5
70000,64,369.33
70000,128,585.29
70000,128,531.39
70000,128,561.5
70000,128,566.3
70000,128,569.88
70000,128,539.81
70000,128,561.4
70000,128,555.61
70000,128,554.6
70000,128,541.16
70000,256,935.28
70000,256,984.06
70000,256,972.68
70000,256,985.91
70000,256,977.75
70000,256,908.01
70000,256,934.71
70000,256,945.84
70000,256,975.51
70000,256,972.05
70000,512,1540
70000,512,1550
70000,512,1520
70000,512,1440
70000,512,1490
70000,512,1490
70000,512,1570
70000,512,1580
70000,512,1550
70000,512,1570
80000,64,365.84
80000,64,361.21
80000,64,365.73
80000,64,369.31
80000,64,350.13
80000,64,367.06
80000,64,323.12
80000,64,344.1
80000,64,365.41
80000,64,366.9
80000,128,491.41
80000,128,533.09
80000,128,546.9
80000,128,543.21
80000,128,549.6
80000,128,552.57
80000,128,567.28
80000,128,569.02
80000,128,497.44
80000,128,566.5
80000,256,982.06
80000,256,759.28
80000,256,835.74
80000,256,944.73
80000,256,876.26
80000,256,940.07
80000,256,722.29
80000,256,866.55
80000,256,903.7
80000,256,860.93
80000,512,1690
80000,512,1720
80000,512,1790
80000,512,1760
80000,512,1740
80000,512,1770
80000,512,1780
80000,512,1810
80000,512,1810
80000,512,1740
90000,64,367.1
90000,64,366.53
90000,64,376.4
90000,64,375.23
90000,64,312.8
90000,64,350.63
90000,64,368.89
90000,64,357.74
90000,64,372.94
90000,64,369.86
90000,128,549.14
90000,128,556.14
90000,128,550.07
90000,128,570.09
90000,128,552.81
90000,128,564.95
90000,128,570.71
90000,128,569.23
90000,128,569.96
90000,128,555.96
90000,256,859.9
90000,256,874.36
90000,256,829.89
90000,256,853.94
90000,256,860.62
90000,256,879.79
90000,256,828.65
90000,256,934.52
90000,256,918.95
90000,256,917.03
90000,512,1610
90000,512,1570
90000,512,1600
90000,512,1590
90000,512,1510
90000,512,1700
90000,512,1590
90000,512,1630
90000,512,1630
90000,512,1580
100000,64,365.3
100000,64,368
100000,64,376.92
100000,64,375.22
100000,64,375.99
100000,64,367.37
100000,64,357.58
100000,64,345.95
100000,64,363.1
100000,64,370.97
100000,128,572.29
100000,128,560.68
100000,128,567.86
100000,128,549.91
100000,128,563.42
100000,128,565.66
100000,128,559.6
100000,128,574.33
100000,128,550.51
100000,128,566.27
100000,256,893.44
100000,256,961.19
100000,256,936.89
100000,256,872.67
100000,256,936.18
100000,256,954.43
100000,256,953.71
100000,256,937.93
100000,256,942.79
100000,256,955.14
100000,512,1570
100000,512,1510
100000,512,1580
100000,512,1570
100000,512,1330
100000,512,1370
100000,512,1700
100000,512,1630
100000,512,1670
100000,512,1750
