64.0,100.0,10000.0,11.55
64.0,125.0,12500.0,11.55
64.0,150.0,15000.0,11.55
64.0,175.0,17500.0,11.55
64.0,200.0,20000.0,11.55
64.0,225.0,22500.0,11.55
64.0,250.0,25000.0,11.55
64.0,275.0,27500.0,11.55
64.0,300.0,30000.0,11.55
64.0,303.7,30370.0,11.55
64.0,308.96,30895.999999999996,11.55
64.0,309.55,30955.0,11.55
64.0,309.62,30962.0,11.55
64.0,310.15,31014.999999999996,11.55
64.0,311.01,31101.0,11.55
64.0,312.71,31270.999999999996,11.55
64.0,312.8,31280.0,11.55
64.0,319.04,31904.000000000004,11.55
64.0,319.04,31904.000000000004,11.55
64.0,319.12,31912.0,11.55
64.0,319.27,31927.0,11.55
64.0,320.12,32012.0,11.55
64.0,321.97,32197.000000000004,11.55
64.0,323.12,32312.0,11.55
64.0,325.3,32530.0,11.55
64.0,325.68,32568.0,11.55
64.0,328.85,32885.0,11.55
64.0,333.11,33311.0,11.55
64.0,337.31,33731.0,11.55
64.0,337.67,33767.0,11.55
64.0,344.0,34400.0,11.55
64.0,344.1,34410.0,11.55
64.0,344.72,34472.0,11.55
64.0,345.95,34595.0,11.55
64.0,346.07,34607.0,11.55
64.0,346.8,34680.0,11.55
64.0,346.96,34696.0,11.55
64.0,347.05,34705.0,11.55
64.0,347.25,34725.0,11.55
64.0,347.5,34750.0,11.55
64.0,347.55,34755.0,11.55
64.0,348.4,34840.0,11.55
64.0,348.64,34864.0,11.55
64.0,349.0,34900.0,11.55
64.0,349.21,34921.0,11.55
64.0,349.25,34925.0,11.55
64.0,349.6,34960.0,11.55
64.0,350.13,35013.0,11.55
64.0,350.63,35063.0,11.55
64.0,350.91,35091.0,11.55
64.0,353.88,35388.0,11.55
64.0,353.92,35392.0,11.55
64.0,354.62,35462.0,11.55
64.0,354.9,35490.0,11.55
64.0,357.58,35758.0,11.55
64.0,357.74,35774.0,11.55
64.0,358.22,35822.0,11.55
64.0,358.43,35843.0,11.55
64.0,358.77,35877.0,11.55
64.0,359.04,35904.0,11.55
64.0,359.44,35944.0,11.55
64.0,359.81,35981.0,11.55
64.0,360.89,36089.0,11.55
64.0,361.21,36121.0,11.55
64.0,361.23,36123.0,11.55
64.0,361.8,36180.0,11.55
64.0,362.31,36231.0,11.55
64.0,362.31,36231.0,11.55
64.0,362.77,36277.0,11.55
64.0,363.1,36310.0,11.55
64.0,363.39,36339.0,11.55
64.0,363.63,36363.0,11.55
64.0,364.41,36441.0,11.55
64.0,365.3,36530.0,11.55
64.0,365.41,36541.0,11.55
64.0,365.73,36573.0,11.55
64.0,365.84,36584.0,11.55
64.0,366.16,36616.0,11.55
64.0,366.53,36653.0,11.55
64.0,366.9,36690.0,11.55
64.0,367.06,36706.0,11.55
64.0,367.1,36710.0,11.55
64.0,367.14,36714.0,11.55
64.0,367.37,36737.0,11.55
64.0,367.89,36789.0,11.55
64.0,368.0,36800.0,11.55
64.0,368.34,36834.0,11.55
64.0,368.89,36889.0,11.55
64.0,369.31,36931.0,11.55
64.0,369.33,36933.0,11.55
64.0,369.34,36934.0,11.55
64.0,369.82,36982.0,11.55
64.0,369.86,36986.0,11.55
64.0,370.82,37082.0,11.55
64.0,370.97,37097.0,11.55
64.0,371.49,37149.0,11.55
64.0,372.24,37224.0,11.55
64.0,372.62,37262.0,11.55
64.0,372.94,37294.0,11.55
64.0,372.97,37297.0,11.55
64.0,373.27,37327.0,11.55
64.0,373.45,37345.0,11.55
64.0,375.21,37521.0,11.55
64.0,375.22,37522.0,11.55
64.0,375.23,37523.0,11.55
64.0,375.68,37568.0,11.55
64.0,375.98,37598.0,11.55
64.0,375.99,37599.0,11.55
64.0,376.4,37640.0,11.55
64.0,376.92,37692.0,11.55
64.0,378.04,37804.0,11.55
64.0,378.47,37847.0,11.55
64.0,378.94,37894.0,11.55
64.0,380.16,38016.0,11.55
64.0,384.93,38493.0,11.55
64.0,386.58,38658.0,11.55
64.0,388.03,38803.0,11.55
64.0,388.06,38806.0,11.55
64.0,389.19,38919.0,11.55
64.0,389.44,38944.0,11.55
64.0,394.09,39409.0,11.55
64.0,395.86,39586.0,11.55
64.0,397.38,39738.0,11.55
64.0,399.84,39984.0,11.55
64.0,401.1,40110.0,11.55
64.0,402.36,40236.0,11.55
64.0,402.84,40284.0,11.55
64.0,404.32,40432.0,11.55
64.0,404.47,40447.0,11.55
64.0,404.72,40472.0,11.55
64.0,405.09,40509.0,11.55
